"Series";"Time";"Value"
"euwiki";"2018-05-25T17:00:00-07:00";null
"euwiki";"2018-05-26T17:00:00-07:00";null
"euwiki";"2018-05-27T17:00:00-07:00";null
"euwiki";"2018-05-28T17:00:00-07:00";null
"euwiki";"2018-05-29T17:00:00-07:00";null
"euwiki";"2018-05-30T17:00:00-07:00";null
"euwiki";"2018-05-31T17:00:00-07:00";null
"euwiki";"2018-06-01T17:00:00-07:00";null
"euwiki";"2018-06-02T17:00:00-07:00";null
"euwiki";"2018-06-03T17:00:00-07:00";null
"euwiki";"2018-06-04T17:00:00-07:00";null
"euwiki";"2018-06-05T17:00:00-07:00";null
"euwiki";"2018-06-06T17:00:00-07:00";null
"euwiki";"2018-06-07T17:00:00-07:00";null
"euwiki";"2018-06-08T17:00:00-07:00";null
"euwiki";"2018-06-09T17:00:00-07:00";null
"euwiki";"2018-06-10T17:00:00-07:00";1
"euwiki";"2018-06-11T17:00:00-07:00";24
"euwiki";"2018-06-12T17:00:00-07:00";null
"euwiki";"2018-06-13T17:00:00-07:00";null
"euwiki";"2018-06-14T17:00:00-07:00";null
"euwiki";"2018-06-15T17:00:00-07:00";null
"euwiki";"2018-06-16T17:00:00-07:00";null
"euwiki";"2018-06-17T17:00:00-07:00";null
"euwiki";"2018-06-18T17:00:00-07:00";null
"euwiki";"2018-06-19T17:00:00-07:00";5
"euwiki";"2018-06-20T17:00:00-07:00";5
"euwiki";"2018-06-21T17:00:00-07:00";3
"euwiki";"2018-06-22T17:00:00-07:00";1
"euwiki";"2018-06-23T17:00:00-07:00";null
"euwiki";"2018-06-24T17:00:00-07:00";1
"euwiki";"2018-06-25T17:00:00-07:00";null
"euwiki";"2018-06-26T17:00:00-07:00";19
"euwiki";"2018-06-27T17:00:00-07:00";null
"euwiki";"2018-06-28T17:00:00-07:00";null
"euwiki";"2018-06-29T17:00:00-07:00";55
"euwiki";"2018-06-30T17:00:00-07:00";2
"euwiki";"2018-07-01T17:00:00-07:00";25
"euwiki";"2018-07-02T17:00:00-07:00";18
"euwiki";"2018-07-03T17:00:00-07:00";35
"euwiki";"2018-07-04T17:00:00-07:00";28
"euwiki";"2018-07-05T17:00:00-07:00";22
"euwiki";"2018-07-06T17:00:00-07:00";null
"euwiki";"2018-07-07T17:00:00-07:00";null
"euwiki";"2018-07-08T17:00:00-07:00";null
"euwiki";"2018-07-09T17:00:00-07:00";1
"euwiki";"2018-07-10T17:00:00-07:00";6
"euwiki";"2018-07-11T17:00:00-07:00";9
"euwiki";"2018-07-12T17:00:00-07:00";18
"euwiki";"2018-07-13T17:00:00-07:00";10
"euwiki";"2018-07-14T17:00:00-07:00";33
"euwiki";"2018-07-15T17:00:00-07:00";6
"euwiki";"2018-07-16T17:00:00-07:00";1
"euwiki";"2018-07-17T17:00:00-07:00";60
"euwiki";"2018-07-18T17:00:00-07:00";12,027
"euwiki";"2018-07-19T17:00:00-07:00";4,392
"euwiki";"2018-07-20T17:00:00-07:00";1,941
"euwiki";"2018-07-21T17:00:00-07:00";3,504
"euwiki";"2018-07-22T17:00:00-07:00";6,784
"euwiki";"2018-07-23T17:00:00-07:00";3,653
"euwiki";"2018-07-24T17:00:00-07:00";3,458
"euwiki";"2018-07-25T17:00:00-07:00";3,067
"euwiki";"2018-07-26T17:00:00-07:00";3,023
"euwiki";"2018-07-27T17:00:00-07:00";145
"euwiki";"2018-07-28T17:00:00-07:00";3,008
"euwiki";"2018-07-29T17:00:00-07:00";976
"euwiki";"2018-07-30T17:00:00-07:00";1,572
"euwiki";"2018-07-31T17:00:00-07:00";4,247
"euwiki";"2018-08-01T17:00:00-07:00";4,348
"euwiki";"2018-08-02T17:00:00-07:00";5,214
"euwiki";"2018-08-03T17:00:00-07:00";7,428
"euwiki";"2018-08-04T17:00:00-07:00";2,547
"euwiki";"2018-08-05T17:00:00-07:00";3,097
"euwiki";"2018-08-06T17:00:00-07:00";5,920
"euwiki";"2018-08-07T17:00:00-07:00";4,693
"euwiki";"2018-08-08T17:00:00-07:00";5,262
"euwiki";"2018-08-09T17:00:00-07:00";4,116
"euwiki";"2018-08-10T17:00:00-07:00";1,186
"euwiki";"2018-08-11T17:00:00-07:00";1,986
"euwiki";"2018-08-12T17:00:00-07:00";3,185
"euwiki";"2018-08-13T17:00:00-07:00";2,675
"euwiki";"2018-08-14T17:00:00-07:00";1,562
"euwiki";"2018-08-15T17:00:00-07:00";2,239
"euwiki";"2018-08-16T17:00:00-07:00";2,323
"euwiki";"2018-08-17T17:00:00-07:00";2,697
"euwiki";"2018-08-18T17:00:00-07:00";2,347
"euwiki";"2018-08-19T17:00:00-07:00";2,133
"euwiki";"2018-08-20T17:00:00-07:00";2,115
"euwiki";"2018-08-21T17:00:00-07:00";4,133
"euwiki";"2018-08-22T17:00:00-07:00";3,498
"euwiki";"2018-08-23T17:00:00-07:00";5,304
"euwiki";"2018-08-24T17:00:00-07:00";2,142
"euwiki";"2018-08-25T17:00:00-07:00";2,599
"euwiki";"2018-08-26T17:00:00-07:00";2,805
"euwiki";"2018-08-27T17:00:00-07:00";3,957
"euwiki";"2018-08-28T17:00:00-07:00";5,188
"euwiki";"2018-08-29T17:00:00-07:00";4,252
"euwiki";"2018-08-30T17:00:00-07:00";4,142
"euwiki";"2018-08-31T17:00:00-07:00";2,684
"euwiki";"2018-09-01T17:00:00-07:00";2,705
"euwiki";"2018-09-02T17:00:00-07:00";5,256
"euwiki";"2018-09-03T17:00:00-07:00";3,928
"euwiki";"2018-09-04T17:00:00-07:00";3,980
"euwiki";"2018-09-05T17:00:00-07:00";2,298
"euwiki";"2018-09-06T17:00:00-07:00";3,716
"euwiki";"2018-09-07T17:00:00-07:00";2,189
"euwiki";"2018-09-08T17:00:00-07:00";2,011
"euwiki";"2018-09-09T17:00:00-07:00";3,617
"euwiki";"2018-09-10T17:00:00-07:00";5,300
"euwiki";"2018-09-11T17:00:00-07:00";4,416
"euwiki";"2018-09-12T17:00:00-07:00";6,801
"euwiki";"2018-09-13T17:00:00-07:00";3,853
"euwiki";"2018-09-14T17:00:00-07:00";1,905
"euwiki";"2018-09-15T17:00:00-07:00";2,265
"euwiki";"2018-09-16T17:00:00-07:00";2,705
"euwiki";"2018-09-17T17:00:00-07:00";6,096
"euwiki";"2018-09-18T17:00:00-07:00";25,689
"euwiki";"2018-09-19T17:00:00-07:00";3,789
"euwiki";"2018-09-20T17:00:00-07:00";4,716
"euwiki";"2018-09-21T17:00:00-07:00";1,621
"euwiki";"2018-09-22T17:00:00-07:00";2,097
"euwiki";"2018-09-23T17:00:00-07:00";3,565
"euwiki";"2018-09-24T17:00:00-07:00";2,901
"euwiki";"2018-09-25T17:00:00-07:00";3,761
"euwiki";"2018-09-26T17:00:00-07:00";2,827
"euwiki";"2018-09-27T17:00:00-07:00";2,885
"euwiki";"2018-09-28T17:00:00-07:00";2,311
"euwiki";"2018-09-29T17:00:00-07:00";2,402
"euwiki";"2018-09-30T17:00:00-07:00";7,273
"euwiki";"2018-10-01T17:00:00-07:00";4,860
"euwiki";"2018-10-02T17:00:00-07:00";4,885
"euwiki";"2018-10-03T17:00:00-07:00";8,705
"euwiki";"2018-10-04T17:00:00-07:00";12,063
"euwiki";"2018-10-05T17:00:00-07:00";8,654
"euwiki";"2018-10-06T17:00:00-07:00";7,972
"euwiki";"2018-10-07T17:00:00-07:00";9,128
"euwiki";"2018-10-08T17:00:00-07:00";11,369
"euwiki";"2018-10-09T17:00:00-07:00";6,328
"euwiki";"2018-10-10T17:00:00-07:00";3,704
"euwiki";"2018-10-11T17:00:00-07:00";4,674
"euwiki";"2018-10-12T17:00:00-07:00";6,053
"euwiki";"2018-10-13T17:00:00-07:00";6,621
"euwiki";"2018-10-14T17:00:00-07:00";8,153
"euwiki";"2018-10-15T17:00:00-07:00";7,260
"euwiki";"2018-10-16T17:00:00-07:00";8,116
"euwiki";"2018-10-17T17:00:00-07:00";6,482
"euwiki";"2018-10-18T17:00:00-07:00";2,374
"euwiki";"2018-10-19T17:00:00-07:00";1,078
"euwiki";"2018-10-20T17:00:00-07:00";1,558
"euwiki";"2018-10-21T17:00:00-07:00";1,951
"euwiki";"2018-10-22T17:00:00-07:00";2,460
"euwiki";"2018-10-23T17:00:00-07:00";1,888
"euwiki";"2018-10-24T17:00:00-07:00";1,852
"euwiki";"2018-10-25T17:00:00-07:00";1,880
"euwiki";"2018-10-26T17:00:00-07:00";1,539
"euwiki";"2018-10-27T17:00:00-07:00";1,739
"euwiki";"2018-10-28T17:00:00-07:00";2,254
"euwiki";"2018-10-29T17:00:00-07:00";2,433
"euwiki";"2018-10-30T17:00:00-07:00";2,332
"euwiki";"2018-10-31T17:00:00-07:00";1,495
"euwiki";"2018-11-01T17:00:00-07:00";1,970
"euwiki";"2018-11-02T17:00:00-07:00";1,551
"euwiki";"2018-11-03T17:00:00-07:00";1,851
"euwiki";"2018-11-04T16:00:00-08:00";2,201
"euwiki";"2018-11-05T16:00:00-08:00";1,881
"euwiki";"2018-11-06T16:00:00-08:00";1,959
"euwiki";"2018-11-07T16:00:00-08:00";1,607
"euwiki";"2018-11-08T16:00:00-08:00";1,798
"euwiki";"2018-11-09T16:00:00-08:00";1,958
"euwiki";"2018-11-10T16:00:00-08:00";1,842
"euwiki";"2018-11-11T16:00:00-08:00";2,061
"euwiki";"2018-11-12T16:00:00-08:00";3,508
"euwiki";"2018-11-13T16:00:00-08:00";18,234
"euwiki";"2018-11-14T16:00:00-08:00";30,144
"euwiki";"2018-11-15T16:00:00-08:00";31,190
"euwiki";"2018-11-16T16:00:00-08:00";16,379
"euwiki";"2018-11-17T16:00:00-08:00";23,007
"euwiki";"2018-11-18T16:00:00-08:00";46,781
"euwiki";"2018-11-19T16:00:00-08:00";48,334
"euwiki";"2018-11-20T16:00:00-08:00";46,450
"euwiki";"2018-11-21T16:00:00-08:00";43,126
"euwiki";"2018-11-22T16:00:00-08:00";34,188
"euwiki";"2018-11-23T16:00:00-08:00";14,977
"euwiki";"2018-11-24T16:00:00-08:00";22,615
"euwiki";"2018-11-25T16:00:00-08:00";49,921
"euwiki";"2018-11-26T16:00:00-08:00";46,148
"euwiki";"2018-11-27T16:00:00-08:00";42,153
"euwiki";"2018-11-28T16:00:00-08:00";42,061
"euwiki";"2018-11-29T16:00:00-08:00";32,513
"euwiki";"2018-11-30T16:00:00-08:00";14,657
"euwiki";"2018-12-01T16:00:00-08:00";19,994
"euwiki";"2018-12-02T16:00:00-08:00";39,559
"euwiki";"2018-12-03T16:00:00-08:00";47,207
"euwiki";"2018-12-04T16:00:00-08:00";35,248
"euwiki";"2018-12-05T16:00:00-08:00";14,783
"euwiki";"2018-12-06T16:00:00-08:00";16,769
"euwiki";"2018-12-07T16:00:00-08:00";13,238
"euwiki";"2018-12-08T16:00:00-08:00";21,718
"euwiki";"2018-12-09T16:00:00-08:00";45,671
"euwiki";"2018-12-10T16:00:00-08:00";46,516
"euwiki";"2018-12-11T16:00:00-08:00";46,113
"euwiki";"2018-12-12T16:00:00-08:00";44,538
"euwiki";"2018-12-13T16:00:00-08:00";37,939
"euwiki";"2018-12-14T16:00:00-08:00";16,121
"euwiki";"2018-12-15T16:00:00-08:00";23,397
"euwiki";"2018-12-16T16:00:00-08:00";47,366
"euwiki";"2018-12-17T16:00:00-08:00";43,819
"euwiki";"2018-12-18T16:00:00-08:00";39,398
"euwiki";"2018-12-19T16:00:00-08:00";32,858
"euwiki";"2018-12-20T16:00:00-08:00";13,302
"euwiki";"2018-12-21T16:00:00-08:00";8,441
"euwiki";"2018-12-22T16:00:00-08:00";10,579
"euwiki";"2018-12-23T16:00:00-08:00";8,644
"euwiki";"2018-12-24T16:00:00-08:00";6,673
"euwiki";"2018-12-25T16:00:00-08:00";12,364
"euwiki";"2018-12-26T16:00:00-08:00";12,914
"euwiki";"2018-12-27T16:00:00-08:00";14,047
"euwiki";"2018-12-28T16:00:00-08:00";12,022
"euwiki";"2018-12-29T16:00:00-08:00";17,258
"euwiki";"2018-12-30T16:00:00-08:00";11,225
"euwiki";"2018-12-31T16:00:00-08:00";9,933
"euwiki";"2019-01-01T16:00:00-08:00";20,090
"euwiki";"2019-01-02T16:00:00-08:00";20,577
"euwiki";"2019-01-03T16:00:00-08:00";21,681
"euwiki";"2019-01-04T16:00:00-08:00";16,055
"euwiki";"2019-01-05T16:00:00-08:00";18,087
"euwiki";"2019-01-06T16:00:00-08:00";39,397
"euwiki";"2019-01-07T16:00:00-08:00";44,018
"euwiki";"2019-01-08T16:00:00-08:00";47,052
"euwiki";"2019-01-09T16:00:00-08:00";48,552
"euwiki";"2019-01-10T16:00:00-08:00";38,046
"euwiki";"2019-01-11T16:00:00-08:00";16,337
"euwiki";"2019-01-12T16:00:00-08:00";25,011
"euwiki";"2019-01-13T16:00:00-08:00";48,569
"euwiki";"2019-01-14T16:00:00-08:00";46,898
"euwiki";"2019-01-15T16:00:00-08:00";47,189
"euwiki";"2019-01-16T16:00:00-08:00";44,263
"euwiki";"2019-01-17T16:00:00-08:00";35,423
"euwiki";"2019-01-18T16:00:00-08:00";14,613
"euwiki";"2019-01-19T16:00:00-08:00";21,579
"euwiki";"2019-01-20T16:00:00-08:00";43,259
"euwiki";"2019-01-21T16:00:00-08:00";45,007
"euwiki";"2019-01-22T16:00:00-08:00";45,959
"euwiki";"2019-01-23T16:00:00-08:00";42,598
"euwiki";"2019-01-24T16:00:00-08:00";35,098
"euwiki";"2019-01-25T16:00:00-08:00";15,020
"euwiki";"2019-01-26T16:00:00-08:00";22,824
"euwiki";"2019-01-27T16:00:00-08:00";46,747
"euwiki";"2019-01-28T16:00:00-08:00";49,461
"euwiki";"2019-01-29T16:00:00-08:00";45,646
"euwiki";"2019-01-30T16:00:00-08:00";45,114
"euwiki";"2019-01-31T16:00:00-08:00";34,989
"euwiki";"2019-02-01T16:00:00-08:00";18,553
"euwiki";"2019-02-02T16:00:00-08:00";23,417
"euwiki";"2019-02-03T16:00:00-08:00";44,737
"euwiki";"2019-02-04T16:00:00-08:00";50,044
"euwiki";"2019-02-05T16:00:00-08:00";48,771
"euwiki";"2019-02-06T16:00:00-08:00";47,248
"euwiki";"2019-02-07T16:00:00-08:00";36,298
"euwiki";"2019-02-08T16:00:00-08:00";16,094
"euwiki";"2019-02-09T16:00:00-08:00";24,405
"euwiki";"2019-02-10T16:00:00-08:00";48,203
"euwiki";"2019-02-11T16:00:00-08:00";46,434
"euwiki";"2019-02-12T16:00:00-08:00";45,047
"euwiki";"2019-02-13T16:00:00-08:00";44,112
"euwiki";"2019-02-14T16:00:00-08:00";33,003
"euwiki";"2019-02-15T16:00:00-08:00";15,854
"euwiki";"2019-02-16T16:00:00-08:00";20,937
"euwiki";"2019-02-17T16:00:00-08:00";47,193
"euwiki";"2019-02-18T16:00:00-08:00";45,626
"euwiki";"2019-02-19T16:00:00-08:00";43,680
"euwiki";"2019-02-20T16:00:00-08:00";46,800
"euwiki";"2019-02-21T16:00:00-08:00";34,855
"euwiki";"2019-02-22T16:00:00-08:00";14,247
"euwiki";"2019-02-23T16:00:00-08:00";19,522
"euwiki";"2019-02-24T16:00:00-08:00";44,936
"euwiki";"2019-02-25T16:00:00-08:00";42,201
"euwiki";"2019-02-26T16:00:00-08:00";41,349
"euwiki";"2019-02-27T16:00:00-08:00";39,947
"euwiki";"2019-02-28T16:00:00-08:00";29,189
"euwiki";"2019-03-01T16:00:00-08:00";9,839
"euwiki";"2019-03-02T16:00:00-08:00";13,122
"euwiki";"2019-03-03T16:00:00-08:00";27,557
"euwiki";"2019-03-04T16:00:00-08:00";32,728
"euwiki";"2019-03-05T16:00:00-08:00";41,358
"euwiki";"2019-03-06T16:00:00-08:00";41,044
"euwiki";"2019-03-07T16:00:00-08:00";21,800
"euwiki";"2019-03-08T16:00:00-08:00";13,579
"euwiki";"2019-03-09T16:00:00-08:00";21,415
"euwiki";"2019-03-10T17:00:00-07:00";48,308
"euwiki";"2019-03-11T17:00:00-07:00";47,832
"euwiki";"2019-03-12T17:00:00-07:00";44,290
"euwiki";"2019-03-13T17:00:00-07:00";43,873
"euwiki";"2019-03-14T17:00:00-07:00";31,472
"euwiki";"2019-03-15T17:00:00-07:00";12,974
"euwiki";"2019-03-16T17:00:00-07:00";21,644
"euwiki";"2019-03-17T17:00:00-07:00";26,109
"euwiki";"2019-03-18T17:00:00-07:00";23,770
"euwiki";"2019-03-19T17:00:00-07:00";47,188
"euwiki";"2019-03-20T17:00:00-07:00";43,325
"euwiki";"2019-03-21T17:00:00-07:00";32,430
"euwiki";"2019-03-22T17:00:00-07:00";12,597
"euwiki";"2019-03-23T17:00:00-07:00";20,582
"euwiki";"2019-03-24T17:00:00-07:00";44,800
"euwiki";"2019-03-25T17:00:00-07:00";44,688
"euwiki";"2019-03-26T17:00:00-07:00";41,917
"euwiki";"2019-03-27T17:00:00-07:00";42,699
"euwiki";"2019-03-28T17:00:00-07:00";32,340
"euwiki";"2019-03-29T17:00:00-07:00";13,966
"euwiki";"2019-03-30T17:00:00-07:00";20,897
"euwiki";"2019-03-31T17:00:00-07:00";51,340
"euwiki";"2019-04-01T17:00:00-07:00";48,102
"euwiki";"2019-04-02T17:00:00-07:00";44,598
"euwiki";"2019-04-03T17:00:00-07:00";44,987
"euwiki";"2019-04-04T17:00:00-07:00";31,294
"euwiki";"2019-04-05T17:00:00-07:00";14,555
"euwiki";"2019-04-06T17:00:00-07:00";21,326
"euwiki";"2019-04-07T17:00:00-07:00";47,908
"euwiki";"2019-04-08T17:00:00-07:00";42,345
"euwiki";"2019-04-09T17:00:00-07:00";39,607
"euwiki";"2019-04-10T17:00:00-07:00";36,844
"euwiki";"2019-04-11T17:00:00-07:00";26,378
"euwiki";"2019-04-12T17:00:00-07:00";11,269
"euwiki";"2019-04-13T17:00:00-07:00";13,820
"euwiki";"2019-04-14T17:00:00-07:00";25,031
"euwiki";"2019-04-15T17:00:00-07:00";23,126
"euwiki";"2019-04-16T17:00:00-07:00";17,645
"euwiki";"2019-04-17T17:00:00-07:00";11,954
"euwiki";"2019-04-18T17:00:00-07:00";11,315
"euwiki";"2019-04-19T17:00:00-07:00";10,459
"euwiki";"2019-04-20T17:00:00-07:00";10,910
"euwiki";"2019-04-21T17:00:00-07:00";12,419
"euwiki";"2019-04-22T17:00:00-07:00";16,279
"euwiki";"2019-04-23T17:00:00-07:00";17,310
"euwiki";"2019-04-24T17:00:00-07:00";16,616
"euwiki";"2019-04-25T17:00:00-07:00";17,570
"euwiki";"2019-04-26T17:00:00-07:00";14,823
"euwiki";"2019-04-27T17:00:00-07:00";20,500
"euwiki";"2019-04-28T17:00:00-07:00";36,630
"euwiki";"2019-04-29T17:00:00-07:00";34,020
"euwiki";"2019-04-30T17:00:00-07:00";21,424
"euwiki";"2019-05-01T17:00:00-07:00";38,758
"euwiki";"2019-05-02T17:00:00-07:00";29,896
"euwiki";"2019-05-03T17:00:00-07:00";13,332
"euwiki";"2019-05-04T17:00:00-07:00";21,835
"euwiki";"2019-05-05T17:00:00-07:00";41,559
"euwiki";"2019-05-06T17:00:00-07:00";43,157
"euwiki";"2019-05-07T17:00:00-07:00";41,357
"euwiki";"2019-05-08T17:00:00-07:00";40,192
"euwiki";"2019-05-09T17:00:00-07:00";30,716
"euwiki";"2019-05-10T17:00:00-07:00";16,184
"euwiki";"2019-05-11T17:00:00-07:00";22,957
"euwiki";"2019-05-12T17:00:00-07:00";44,589
"euwiki";"2019-05-13T17:00:00-07:00";43,720
"euwiki";"2019-05-14T17:00:00-07:00";40,554
"euwiki";"2019-05-15T17:00:00-07:00";41,251
"euwiki";"2019-05-16T17:00:00-07:00";34,479
"euwiki";"2019-05-17T17:00:00-07:00";16,410
"euwiki";"2019-05-18T17:00:00-07:00";23,417
"euwiki";"2019-05-19T17:00:00-07:00";44,407
"euwiki";"2019-05-20T17:00:00-07:00";45,778
"euwiki";"2019-05-21T17:00:00-07:00";42,161
"euwiki";"2019-05-22T17:00:00-07:00";42,799
"euwiki";"2019-05-23T17:00:00-07:00";32,056
"euwiki";"2019-05-24T17:00:00-07:00";14,497
"euwiki";"2019-05-25T17:00:00-07:00";20,738
"euwiki";"2019-05-26T17:00:00-07:00";43,523
"euwiki";"2019-05-27T17:00:00-07:00";46,692
"euwiki";"2019-05-28T17:00:00-07:00";42,182
"euwiki";"2019-05-29T17:00:00-07:00";38,345
"euwiki";"2019-05-30T17:00:00-07:00";31,104
"euwiki";"2019-05-31T17:00:00-07:00";13,293
"euwiki";"2019-06-01T17:00:00-07:00";20,882
"euwiki";"2019-06-02T17:00:00-07:00";43,917
"euwiki";"2019-06-03T17:00:00-07:00";48,081
"euwiki";"2019-06-04T17:00:00-07:00";41,563
"euwiki";"2019-06-05T17:00:00-07:00";37,675
"euwiki";"2019-06-06T17:00:00-07:00";29,445
"euwiki";"2019-06-07T17:00:00-07:00";10,073
"euwiki";"2019-06-08T17:00:00-07:00";17,513
"euwiki";"2019-06-09T17:00:00-07:00";36,917
"euwiki";"2019-06-10T17:00:00-07:00";38,616
"euwiki";"2019-06-11T17:00:00-07:00";30,955
"euwiki";"2019-06-12T17:00:00-07:00";25,915
"euwiki";"2019-06-13T17:00:00-07:00";20,082
"euwiki";"2019-06-14T17:00:00-07:00";10,533
"euwiki";"2019-06-15T17:00:00-07:00";12,451
"euwiki";"2019-06-16T17:00:00-07:00";4,823
"fakewiki";"2018-02-01T16:00:00-08:00";null
"fakewiki";"2018-02-02T16:00:00-08:00";null
"fakewiki";"2018-02-03T16:00:00-08:00";null
"fakewiki";"2018-02-04T16:00:00-08:00";null
"fakewiki";"2018-02-05T16:00:00-08:00";null
"fakewiki";"2018-02-06T16:00:00-08:00";null
"fakewiki";"2018-02-07T16:00:00-08:00";null
"fakewiki";"2018-02-08T16:00:00-08:00";null
"fakewiki";"2018-02-09T16:00:00-08:00";null
"fakewiki";"2018-02-10T16:00:00-08:00";null
"fakewiki";"2018-02-11T16:00:00-08:00";null
"fakewiki";"2018-02-12T16:00:00-08:00";null
"fakewiki";"2018-02-13T16:00:00-08:00";null
"fakewiki";"2018-02-14T16:00:00-08:00";null
"fakewiki";"2018-02-15T16:00:00-08:00";null
"fakewiki";"2018-02-16T16:00:00-08:00";null
"fakewiki";"2018-02-17T16:00:00-08:00";null
"fakewiki";"2018-02-18T16:00:00-08:00";null
"fakewiki";"2018-02-19T16:00:00-08:00";null
"fakewiki";"2018-02-20T16:00:00-08:00";null
"fakewiki";"2018-02-21T16:00:00-08:00";null
"fakewiki";"2018-02-22T16:00:00-08:00";null
"fakewiki";"2018-02-23T16:00:00-08:00";null
"fakewiki";"2018-02-24T16:00:00-08:00";null
"fakewiki";"2018-02-25T16:00:00-08:00";null
"fakewiki";"2018-02-26T16:00:00-08:00";null
"fakewiki";"2018-02-27T16:00:00-08:00";null
"fakewiki";"2018-02-28T16:00:00-08:00";null
"fakewiki";"2018-03-01T16:00:00-08:00";null
"fakewiki";"2018-03-02T16:00:00-08:00";null
"fakewiki";"2018-03-03T16:00:00-08:00";null
"fakewiki";"2018-03-04T16:00:00-08:00";null
"fakewiki";"2018-03-05T16:00:00-08:00";null
"fakewiki";"2018-03-06T16:00:00-08:00";null
"fakewiki";"2018-03-07T16:00:00-08:00";null
"fakewiki";"2018-03-08T16:00:00-08:00";null
"fakewiki";"2018-03-09T16:00:00-08:00";null
"fakewiki";"2018-03-10T16:00:00-08:00";null
"fakewiki";"2018-03-11T17:00:00-07:00";null
"fakewiki";"2018-03-12T17:00:00-07:00";null
"fakewiki";"2018-03-13T17:00:00-07:00";null
"fakewiki";"2018-03-14T17:00:00-07:00";null
"fakewiki";"2018-03-15T17:00:00-07:00";null
"fakewiki";"2018-03-16T17:00:00-07:00";null
"fakewiki";"2018-03-17T17:00:00-07:00";null
"fakewiki";"2018-03-18T17:00:00-07:00";null
"fakewiki";"2018-03-19T17:00:00-07:00";null
"fakewiki";"2018-03-20T17:00:00-07:00";null
"fakewiki";"2018-03-21T17:00:00-07:00";null
"fakewiki";"2018-03-22T17:00:00-07:00";null
"fakewiki";"2018-03-23T17:00:00-07:00";null
"fakewiki";"2018-03-24T17:00:00-07:00";null
"fakewiki";"2018-03-25T17:00:00-07:00";null
"fakewiki";"2018-03-26T17:00:00-07:00";null
"fakewiki";"2018-03-27T17:00:00-07:00";null
"fakewiki";"2018-03-28T17:00:00-07:00";null
"fakewiki";"2018-03-29T17:00:00-07:00";null
"fakewiki";"2018-03-30T17:00:00-07:00";null
"fakewiki";"2018-03-31T17:00:00-07:00";null
"fakewiki";"2018-04-01T17:00:00-07:00";null
"fakewiki";"2018-04-02T17:00:00-07:00";null
"fakewiki";"2018-04-03T17:00:00-07:00";null
"fakewiki";"2018-04-04T17:00:00-07:00";null
"fakewiki";"2018-04-05T17:00:00-07:00";null
"fakewiki";"2018-04-06T17:00:00-07:00";null
"fakewiki";"2018-04-07T17:00:00-07:00";null
"fakewiki";"2018-04-08T17:00:00-07:00";null
"fakewiki";"2018-04-09T17:00:00-07:00";null
"fakewiki";"2018-04-10T17:00:00-07:00";null
"fakewiki";"2018-04-11T17:00:00-07:00";null
"fakewiki";"2018-04-12T17:00:00-07:00";null
"fakewiki";"2018-04-13T17:00:00-07:00";null
"fakewiki";"2018-04-14T17:00:00-07:00";null
"fakewiki";"2018-04-15T17:00:00-07:00";null
"fakewiki";"2018-04-16T17:00:00-07:00";null
"fakewiki";"2018-04-17T17:00:00-07:00";null
"fakewiki";"2018-04-18T17:00:00-07:00";null
"fakewiki";"2018-04-19T17:00:00-07:00";null
"fakewiki";"2018-04-20T17:00:00-07:00";null
"fakewiki";"2018-04-21T17:00:00-07:00";null
"fakewiki";"2018-04-22T17:00:00-07:00";null
"fakewiki";"2018-04-23T17:00:00-07:00";null
"fakewiki";"2018-04-24T17:00:00-07:00";null
"fakewiki";"2018-04-25T17:00:00-07:00";null
"fakewiki";"2018-04-26T17:00:00-07:00";null
"fakewiki";"2018-04-27T17:00:00-07:00";null
"fakewiki";"2018-04-28T17:00:00-07:00";null
"fakewiki";"2018-04-29T17:00:00-07:00";null
"fakewiki";"2018-04-30T17:00:00-07:00";null
"fakewiki";"2018-05-01T17:00:00-07:00";null
"fakewiki";"2018-05-02T17:00:00-07:00";null
"fakewiki";"2018-05-03T17:00:00-07:00";null
"fakewiki";"2018-05-04T17:00:00-07:00";null
"fakewiki";"2018-05-05T17:00:00-07:00";null
"fakewiki";"2018-05-06T17:00:00-07:00";null
"fakewiki";"2018-05-07T17:00:00-07:00";null
"fakewiki";"2018-05-08T17:00:00-07:00";null
"fakewiki";"2018-05-09T17:00:00-07:00";null
"fakewiki";"2018-05-10T17:00:00-07:00";null
"fakewiki";"2018-05-11T17:00:00-07:00";null
"fakewiki";"2018-05-12T17:00:00-07:00";null
"fakewiki";"2018-05-13T17:00:00-07:00";null
"fakewiki";"2018-05-14T17:00:00-07:00";null
"fakewiki";"2018-05-15T17:00:00-07:00";null
"fakewiki";"2018-05-16T17:00:00-07:00";null
"fakewiki";"2018-05-17T17:00:00-07:00";null
"fakewiki";"2018-05-18T17:00:00-07:00";null
"fakewiki";"2018-05-19T17:00:00-07:00";null
"fakewiki";"2018-05-20T17:00:00-07:00";null
"fakewiki";"2018-05-21T17:00:00-07:00";null
"fakewiki";"2018-05-22T17:00:00-07:00";null
"fakewiki";"2018-05-23T17:00:00-07:00";null
"fakewiki";"2018-05-24T17:00:00-07:00";null
"fakewiki";"2018-05-25T17:00:00-07:00";null
"fakewiki";"2018-05-26T17:00:00-07:00";null
"fakewiki";"2018-05-27T17:00:00-07:00";null
"fakewiki";"2018-05-28T17:00:00-07:00";null
"fakewiki";"2018-05-29T17:00:00-07:00";null
"fakewiki";"2018-05-30T17:00:00-07:00";null
