strata,count,fraction,weight
itwiki_false_false,7,1.0,1.0
arwiki_false_true_false,24652,0.8112932013629726,1.2326
huwiki_true_false_false,5575,1.0,1.0
euwiki_true_false_false,878,1.0,1.0
svwiki_false_true_false,7328,1.0,1.0
eswiki_false_false_true,1048189,0.019080528416153958,52.40945
testwiki_true_false_false_false,304,1.0,1.0
testwiki_true_false_true,238,1.0,1.0
sqwiki_false_false_true,9767,1.0,1.0
etwiki_false_true_false,201,1.0,1.0
eswiki_false_false_false,3339459,0.005988994025679009,166.97295
frwiki_true_true_false,3752,1.0,1.0
ptwiki_true_true_false,705,1.0,1.0
fiwiki_false_false_false,468089,0.04272691731700595,23.40445
nlwiki_false_false_false,1110580,0.018008608114678817,55.528999999999996
simplewiki_false_true_false,1893,1.0,1.0
svwiki_true_false,37,1.0,1.0
simplewiki_true_false_false,4445,1.0,1.0
plwiki_false_true_false,3674,1.0,1.0
eswikiquote_true_false_true,849,1.0,1.0
etwiki_false_false_false,208390,0.09597389510053266,10.4195
eswikiquote_false_false_false,16526,1.0,1.0
simplewiki_true_true_false_false,67,1.0,1.0
wikidatawiki_true_false,13,1.0,1.0
rowiki_false_true_false,8846,1.0,1.0
hewiki_true_true_false_false,421,1.0,1.0
zhwiki_true_true_false,79,1.0,1.0
plwiki_false_false,79,1.0,1.0
simplewiki_false_false_true,45837,0.43632873006523115,2.29185
kowiki_false_false,58,1.0,1.0
enwiki_false_true_false,356198,0.05614854659487139,17.809900000000003
wikidatawiki_true_true_false_false,1164,1.0,1.0
etwiki_true_false,1,1.0,1.0
lvwiki_true_false_false_false,855,1.0,1.0
cawiki_false_true_false,356,1.0,1.0
eswiki_true_false,65,1.0,1.0
hewiki_true_false,27,1.0,1.0
ruwiki_true_false_false,63491,0.31500527633837866,3.17455
mediawikiwiki_true_false_false,537,1.0,1.0
kowiki_true_false_false,22016,0.9084302325581395,1.1008
euwiki_false_true_false,61,1.0,1.0
enwiki_false_false_false,25266695,7.915558406036088E-4,1263.33475
zhwiki_true_true_false_false,153,1.0,1.0
simplewiki_true_false_false_false,6571,1.0,1.0
test2wiki_false_false_true,33,1.0,1.0
nlwiki_true_false,4,1.0,1.0
plwiki_false_true_true,110,1.0,1.0
srwiki_false_false_true,52008,0.3845562221196739,2.6004
cswiki_false_true_false,10100,1.0,1.0
bswiki_true_false_true,2147,1.0,1.0
mediawikiwiki_false_false,2,1.0,1.0
zhwiki_false_false_true,241725,0.08273864929155031,12.086250000000001
eswiki_false_false,14,1.0,1.0
test2wiki_true_false,1,1.0,1.0
cawiki_true_false_false,5966,1.0,1.0
simplewiki_true_false_true,38257,0.5227801448101002,1.91285
testwiki_true_false_false,1363,1.0,1.0
cswiki_false_false_true,72206,0.2769852920809905,3.6103
srwiki_true_false_false,4793,1.0,1.0
fawiki_true_false_true,70402,0.28408283855572286,3.5201
kowiki_true_true_false_false,90,1.0,1.0
kowiki_false_true_false,2087,1.0,1.0
lvwiki_true_true_false_false,41,1.0,1.0
cawiki_false_false_false,569665,0.03510835315492439,28.483249999999998
bswiki_false_false_false,41764,0.47888133320563164,2.0882
frwiki_true_false_false,63643,0.3142529421931713,3.18215
ruwiki_true_false,365,1.0,1.0
test2wiki_false_false,2,1.0,1.0
simplewiki_false_false_false,168535,0.11866971252262142,8.42675
sqwiki_true_false_true,4581,1.0,1.0
wikidatawiki_true_true_false,1785,1.0,1.0
huwiki_true_false_false_false,11909,1.0,1.0
enwiki_false_false,489,1.0,1.0
eswikibooks_true_false_true,2283,1.0,1.0
svwiki_true_false_false,6508,1.0,1.0
fawiki_false_false,69,1.0,1.0
ruwiki_true_true_false_false,794,1.0,1.0
nlwiki_true_true_false_false,133,1.0,1.0
ptwiki_false_false,8,1.0,1.0
hewiki_true_false_false_false,33754,0.5925223677193814,1.6877
enwiki_true_false_false,654655,0.03055044259953716,32.73275
enwiki_false_false_true,6105535,0.0032757162148771566,305.27675
ruwiki_false_false_false,2805338,0.007129265707019974,140.2669
wikidatawiki_false_false_false,66362991,3.013727937609081E-4,3318.14955
fiwiki_true_false_true,27989,0.7145664368144629,1.3994499999999999
arwiki_true_false,203,1.0,1.0
etwiki_true_false_false_false,1568,1.0,1.0
test2wiki_false_false_false,226,1.0,1.0
trwiki_false_false_false,501820,0.039854928061854845,25.091
plwiki_true_false_true,72143,0.2772271738075766,3.6071500000000003
eswiki_true_true_false,1908,1.0,1.0
simplewiki_true_true_false,81,1.0,1.0
fiwiki_true_true_false,202,1.0,1.0
wikidatawiki_false_true_false,136696,0.14631006027974483,6.8348
rowiki_true_false_false_false,7238,1.0,1.0
frwiki_true_false_true,298929,0.0669055193708205,14.94645
arwiki_false_false_false,767183,0.026069399348004323,38.35915
ruwiki_true_false_false_false,71800,0.2785515320334262,3.59
rowiki_false_false_false,224590,0.08905115989135759,11.2295
ptwiki_true_true_false_false,426,1.0,1.0
itwiki_true_true_false_false,461,1.0,1.0
simplewiki_true_false,12,1.0,1.0
hewiki_true_false_false,49804,0.4015741707493374,2.4902
frwiki_false_false,13,1.0,1.0
arwiki_true_true_false_false,472,1.0,1.0
hewiki_false_false,18,1.0,1.0
itwiki_false_true_false,24751,0.8080481596703164,1.23755
hewiki_true_true_false,446,1.0,1.0
testwiki_true_true_false_false,5,1.0,1.0
itwiki_true_true_false,621,1.0,1.0
trwiki_false_false,7,1.0,1.0
kowiki_false_false_false,580808,0.03443478739962259,29.0404
euwiki_true_false_true,3476,1.0,1.0
fawiki_true_false,45,1.0,1.0
nlwiki_true_true_false,289,1.0,1.0
arwiki_true_false_false,19679,1.0,1.0
cawiki_true_false_false_false,4822,1.0,1.0
mediawikiwiki_false_false_false,32955,0.6068881808526779,1.6477499999999998
enwiki_true_true_true,1,1.0,1.0
frwiki_true_false_false_false,112524,0.17773985994099037,5.6262
fawiki_false_true_false,41117,0.4864168105649731,2.05585
euwiki_false_false,2,1.0,1.0
eswikibooks_false_false,1,1.0,1.0
plwiki_true_true_true,16,1.0,1.0
trwiki_true_true_false_false,286,1.0,1.0
lvwiki_false_false_false,103383,0.19345540369306366,5.16915
eswikibooks_true_false_false,116,1.0,1.0
plwiki_false_false_true,158497,0.12618535366599998,7.924850000000001
zhwiki_true_false_true,35317,0.566299515813914,1.76585
srwiki_false_false_false,564672,0.035418791794174315,28.233600000000003
trwiki_true_false,11,1.0,1.0
huwiki_true_true_false_false,117,1.0,1.0
etwiki_true_true_false_false,11,1.0,1.0
hewiki_false_false_false,1048691,0.019071394719702945,52.434549999999994
fiwiki_true_false_false,3174,1.0,1.0
fiwiki_false_false,1,1.0,1.0
rowiki_true_true_false,286,1.0,1.0
trwiki_true_false_false,2882,1.0,1.0
mediawikiwiki_false_false_true,4275,1.0,1.0
eswiki_true_false_false,93695,0.21345856235658253,4.68475
eswikibooks_true_false_false_false,69,1.0,1.0
itwiki_true_false_false,61483,0.325293170469886,3.07415
kowiki_true_false,57,1.0,1.0
zhwiki_false_true_false,3975,1.0,1.0
zhwiki_true_false_false,10394,1.0,1.0
eswikiquote_true_true_false,10,1.0,1.0
cawiki_true_false_true,28110,0.711490572749911,1.4055000000000002
fiwiki_true_false_false_false,8175,1.0,1.0
simplewiki_false_false,19,1.0,1.0
eswikiquote_false_true_false,734,1.0,1.0
wikidatawiki_true_false_true,106940,0.18702075930428277,5.347
nlwiki_true_false_false,28558,0.7003291547027103,1.4279
mediawikiwiki_true_false_false_false,741,1.0,1.0
plwiki_true_true_false,155,1.0,1.0
svwiki_true_true_false_false,55,1.0,1.0
plwiki_false_false_false,1396421,0.014322328294976944,69.82105
plwiki_true_false,35,1.0,1.0
hewiki_false_true_false,10912,1.0,1.0
fiwiki_true_false,1,1.0,1.0
trwiki_false_true_false,25541,0.7830546963705415,1.27705
fawiki_true_true_false_false,1059,1.0,1.0
cawiki_false_false_true,31803,0.6288714901109959,1.59015
cswiki_true_false,29,1.0,1.0
huwiki_false_false_true,57033,0.35067417109392807,2.8516500000000002
fiwiki_false_true_false,11734,1.0,1.0
cswiki_true_true_false_false,149,1.0,1.0
cswiki_true_false_false,5292,1.0,1.0
hewiki_true_false_true,93349,0.21424975093466453,4.6674500000000005
